DATE,PORT_LOSS,Historical_VaR_2,Historical_ES_2,Parametric_VaR_U_2,Parametric_ES_U_2,Parametric_VaR_W_2,Parametric_ES_W_2,MonteCarlo_VaR_U_2,MonteCarlo_ES_U_2,MonteCarlo_VaR_W_2,MonteCarlo_ES_W_2
2014/7/16 0:00,-10742.39948,73173.1849,69117.88956,50800.43862,51019.08292,53933.04954,54166.93029,53219.27589,53619.49013,55753.84148,51631.35016
2014/7/15 0:00,-21623.36097,73173.1849,69117.88956,50757.37645,50975.96205,54051.67087,54285.36557,51962.73877,50964.69408,49239.41393,47634.42723
2014/7/14 0:00,1789.167319,73173.1849,69117.88956,51087.70059,51306.50557,53979.20026,54213.00678,48776.63805,50030.39955,55856.79475,56222.02042
2014/7/11 0:00,-16701.26794,73173.1849,69117.88956,51154.61396,51373.43796,54104.5539,54338.36642,47630.18334,48220.45642,49754.38425,48722.90121
2014/7/10 0:00,-15155.99508,73173.1849,69117.88956,51421.09662,51640.38469,54183.47749,54417.50822,48910.68496,48510.38403,63202.74102,58617.71553
2014/7/9 0:00,-14774.86778,73173.1849,69117.88956,51448.86304,51668.10086,54192.76244,54426.99835,59551.57688,56526.74772,60899.08323,55133.17896
2014/7/8 0:00,-5168.553357,73173.1849,69439.66444,51369.74141,51588.96665,54299.6049,54534.01248,54898.61094,55632.50538,54397.16748,53627.3717
2014/7/7 0:00,-8605.017677,73173.1849,69439.66444,51361.39038,51580.6326,54291.73536,54526.33331,51282.52375,49912.37166,52559.91834,52128.83901
2014/7/3 0:00,-628.6813126,73173.1849,69439.66444,51405.48818,51625.61865,54379.79924,54614.60727,47944.14849,48936.50299,48812.57824,49178.36134
2014/7/2 0:00,-863.368243,73173.1849,69439.66444,51567.13988,51787.24292,54461.34167,54696.3667,51958.64604,51340.45762,49749.97279,50984.62877
2014/7/1 0:00,-13101.15969,73173.1849,69439.66444,51496.85746,51716.08384,54583.89966,54819.00945,53905.22571,53491.52032,56202.11721,53791.7463
2014/6/30 0:00,-31310.18601,73173.1849,69439.66444,51538.44185,51757.67963,54634.73032,54869.0709,54868.78419,55087.04871,49661.49099,48946.46207
2014/6/27 0:00,-36769.8663,73173.1849,69439.66444,51678.54835,51897.72509,54702.0591,54936.62428,56970.2622,54432.20283,53560.25976,55467.1591
2014/6/26 0:00,-42798.08824,73173.1849,69439.66444,51654.59156,51873.78747,54824.56953,55059.21674,47849.76527,47704.45736,55459.73482,53763.97085
2014/6/25 0:00,-40670.72283,73173.1849,69439.66444,52177.78924,52397.97751,54885.06106,55119.93448,59136.94557,58369.84929,54529.70686,50249.96291
2014/6/24 0:00,-31478.17846,73173.1849,69439.66444,52104.29142,52324.41771,54941.80347,55176.90344,49302.70159,50931.93481,45818.08783,47580.91289
2014/6/23 0:00,-1404.212102,73173.1849,69439.66444,52098.97637,52319.11171,54901.70038,55136.95599,48280.85078,49100.23539,58077.64721,54111.521
2014/6/20 0:00,-3302.225559,73173.1849,69439.66444,51992.17092,52212.22278,54988.60886,55224.07657,58756.62717,53627.07077,55160.18661,53449.25364
2014/6/19 0:00,12771.40309,73173.1849,69439.66444,51926.4281,52147.00594,54928.39309,55163.99113,52349.66588,53066.14503,52066.15869,52297.82677
2014/6/18 0:00,16577.83243,73173.1849,69439.66444,51920.45057,52141.08391,54935.02245,55170.82451,48256.46242,48735.89811,49098.36203,50996.64241
2014/6/17 0:00,10250.47213,73173.1849,69439.66444,52009.55652,52230.26729,55048.03002,55283.98477,53197.72507,53902.729,51275.83434,51369.49664
2014/6/16 0:00,4229.212263,73173.1849,69439.66444,51974.54176,52195.4429,55102.4882,55338.67015,48232.60741,49741.7091,56482.80172,57394.17815
2014/6/13 0:00,5232.785105,73173.1849,69439.66444,52226.0495,52447.22676,55179.77204,55416.17537,49578.00114,48524.72788,50270.70512,50668.3993
2014/6/12 0:00,-5841.108686,73173.1849,69439.66444,52077.19865,52298.34768,55275.23221,55511.8371,58339.83918,55179.34045,48590.73343,49999.22196
2014/6/11 0:00,-1610.189487,73173.1849,69439.66444,51927.16555,52148.19155,55205.88514,55442.60907,49182.36783,49274.7402,52835.44197,53039.84631
2014/6/10 0:00,13747.51992,73173.1849,69439.66444,51875.05388,52096.95526,55109.22484,55346.02852,53063.54696,53187.9607,52195.56086,51646.01661
2014/6/9 0:00,19742.08093,73173.1849,69439.66444,51879.62555,52101.52005,55068.10918,55305.06865,50869.91789,49204.6111,53449.04629,52115.27301
2014/6/6 0:00,18157.49941,73173.1849,69439.66444,51900.41034,52122.30154,55160.41469,55397.5813,54844.55651,52572.02804,58980.79783,58059.20737
2014/6/5 0:00,20408.33149,73173.1849,69439.66444,52376.29159,52598.84074,55234.03842,55471.42929,48926.99514,47700.225,49324.7924,50558.80046
2014/6/4 0:00,5313.16453,73173.1849,69439.66444,52494.25219,52716.85149,55352.98561,55590.50359,53331.94355,50539.13037,50418.19925,50193.43804
2014/6/3 0:00,-7330.149563,73173.1849,69439.66444,52535.88309,52758.51807,55446.9792,55684.7025,52657.25297,52685.14469,51500.79956,47726.03747
2014/6/2 0:00,-11672.39809,73173.1849,69439.66444,52521.75628,52744.63031,55477.78278,55715.72739,56913.84954,57207.27171,57540.21785,54899.51244
2014/5/30 0:00,-12840.65132,73173.1849,69439.66444,52649.71889,52872.68475,55579.86061,55817.99618,50454.90659,51009.49375,55222.63643,55543.02839
2014/5/29 0:00,-13581.50625,73173.1849,69439.66444,52711.64993,52934.52424,55661.59034,55899.94578,47959.16975,47463.1134,56829.73104,57845.89368
2014/5/28 0:00,-13424.45359,73173.1849,69439.66444,52595.38418,52818.18261,55780.40278,56018.88983,51738.00151,52621.22264,57662.55876,56491.77933
2014/5/27 0:00,-2444.761419,73173.1849,69439.66444,52649.11564,52871.95,55721.17118,55959.79261,54369.40448,52320.38243,59361.92676,57183.90447
2014/5/23 0:00,-3959.018667,73173.1849,69439.66444,52660.61631,52884.01183,55772.68013,56011.53014,57547.80449,56377.97714,52785.14345,52587.51642
2014/5/22 0:00,-3358.963536,73173.1849,69439.66444,52742.56857,52966.05418,55870.514,56109.56471,52033.32567,51472.05393,60546.49094,57835.26047
2014/5/21 0:00,1043.028728,73173.1849,69439.66444,52985.66771,53209.30742,55899.09877,56138.37041,57920.92137,53832.83367,46978.67275,45706.563
2014/5/20 0:00,990.4384095,73173.1849,69439.66444,52860.17083,53083.70031,56018.51826,56257.92133,51391.06417,50753.24496,55521.98959,55866.15422
2014/5/19 0:00,2116.496406,73173.1849,69439.66444,52914.51145,53138.03898,55936.69351,56176.20095,57855.48926,54885.71202,62651.65583,60703.96157
2014/5/16 0:00,-1029.698993,73173.1849,69439.66444,53090.80678,53314.40865,56023.18796,56262.91224,52618.25753,52669.40315,49223.22995,49972.61376
2014/5/15 0:00,-3131.120388,73173.1849,69439.66444,52914.56697,53137.98645,56135.89719,56375.78539,50857.2662,49435.23458,52351.89175,51303.19393
2014/5/14 0:00,5536.256552,73173.1849,69439.66444,52701.84744,52924.95507,56000.43772,56240.3487,47497.84714,49882.61327,47626.77303,48465.03396
2014/5/13 0:00,26594.3878,73173.1849,69439.66444,52695.88501,52918.99198,55785.90531,56025.70094,54337.13143,53565.08647,59356.5629,55476.72565
2014/5/12 0:00,19122.08052,73173.1849,69439.66444,52814.30471,53037.15593,55833.09787,56073.12204,51550.5508,51729.77577,55031.36012,53702.59203
2014/5/9 0:00,8539.567968,73173.1849,69439.66444,52884.18004,53107.00765,55961.15692,56201.09592,47941.01826,48125.27895,57266.65982,56599.96568
2014/5/8 0:00,10062.00741,73173.1849,69439.66444,53091.76437,53314.89207,56063.52493,56303.65735,52226.66379,49443.42338,58837.34848,56134.32548
2014/5/7 0:00,782.7351421,73173.1849,69439.66444,53151.49257,53374.64038,56101.35604,56341.7143,52669.27912,53130.97155,59302.36274,57977.74167
2014/5/6 0:00,-14630.16234,73173.1849,69439.66444,53044.83108,53267.91477,56174.36112,56414.94635,52738.47428,51165.11894,58486.24023,57973.93196
2014/5/5 0:00,-8501.162194,73173.1849,69439.66444,53038.53472,53261.62814,56124.36634,56365.0996,52359.76271,51661.58855,57190.29352,54516.85221
2014/5/2 0:00,2357.897487,73173.1849,69439.66444,52987.37206,53210.40089,56210.04931,56451.00138,50514.65745,52613.94504,56509.86812,54875.35975
2014/5/1 0:00,14622.55495,73173.1849,69439.66444,52789.52571,53012.38369,56140.72408,56381.79939,49773.70133,50659.19682,48555.49596,49381.56585
2014/4/30 0:00,24022.94272,73173.1849,69439.66444,52780.72259,53003.6322,55998.43866,56239.52719,54763.58167,57064.21309,59056.19823,54422.66221
2014/4/29 0:00,20134.33157,73173.1849,69439.66444,52975.37384,53199.78312,56106.18385,56347.4548,50057.53353,49420.02589,50161.31922,47801.75321
2014/4/28 0:00,5458.412401,73173.1849,69439.66444,52938.06769,53161.62309,56228.6999,56470.09043,56742.24278,55967.49302,52294.75869,52672.53869
2014/4/25 0:00,-14813.63643,73173.1849,69439.66444,52977.64046,53201.21833,56297.6106,56538.32855,52361.43303,51830.45961,52288.04068,51641.95669
2014/4/24 0:00,-22175.6497,73173.1849,69439.66444,53074.12379,53297.58372,56348.29382,56589.24149,53853.50864,53538.98907,58845.75707,56209.03255
2014/4/23 0:00,-42984.85103,73173.1849,69439.66444,53155.0758,53378.63867,56474.36356,56715.39816,56083.12899,55970.87707,55962.31237,53281.0913
2014/4/22 0:00,-33646.2836,73173.1849,69439.66444,53826.1488,54051.04963,56480.82154,56722.06335,56226.3244,55389.77856,58076.86601,55898.49491
2014/4/21 0:00,-25538.3505,73173.1849,69439.66444,53976.43498,54202.43787,56540.87537,56782.34774,49197.74499,50211.0136,48701.11712,48103.26453
2014/4/17 0:00,-14862.04363,73173.1849,69439.66444,53564.69252,53789.83464,56671.1097,56912.54829,60631.99562,59087.7883,54621.24866,53584.88284
2014/4/16 0:00,9164.495339,73173.1849,69439.66444,53799.53768,54025.03394,56120.57797,56361.198,51388.27441,50896.96745,55526.62599,53173.69629
2014/4/15 0:00,19775.82227,73173.1849,69439.66444,53702.70452,53928.3534,56155.569,56396.41397,53383.78289,51491.59233,56881.00977,55751.44223
2014/4/14 0:00,19969.48763,73173.1849,69439.66444,53746.62826,53972.03627,56157.90826,56398.95696,54567.25891,54025.36251,52094.75368,53204.73462
2014/4/11 0:00,8301.691036,73173.1849,69439.66444,53902.45205,54128.07952,56287.96811,56528.99722,49452.73145,48905.76547,47614.93391,47299.24761
2014/4/10 0:00,23240.89013,73173.1849,69439.66444,53837.15188,54062.72885,56306.31188,56547.55693,51734.56019,50897.99146,54607.24693,54908.00726
2014/4/9 0:00,4830.978891,73173.1849,69439.66444,53858.35812,54083.45747,56274.61692,56516.03224,60685.14522,56769.01203,58253.94338,60646.90919
2014/4/8 0:00,-13919.55688,73173.1849,69439.66444,54038.36072,54263.75159,56391.61255,56632.75888,49860.8962,50206.10408,65124.57157,65065.45132
2014/4/7 0:00,-13045.94377,73173.1849,69439.66444,54057.3295,54282.6021,56380.21671,56621.55452,54936.6432,56856.34292,52748.77256,53044.03817
2014/4/4 0:00,-10272.02751,73173.1849,69439.66444,53934.15395,54159.53905,56506.9912,56748.4106,46417.95428,47372.35917,57429.7927,57332.37749
2014/4/3 0:00,-7318.282471,73173.1849,69439.66444,53895.13481,54120.49348,56477.02339,56718.61512,53899.59191,56195.17261,58450.37808,57963.15442
2014/4/2 0:00,-8754.251229,73173.1849,69439.66444,53843.24859,54068.60064,56470.69316,56712.48145,52003.09776,53731.81551,64011.56628,62102.292
2014/4/1 0:00,11341.21699,73173.1849,69439.66444,53877.44589,54102.6111,56484.6747,56726.67636,58433.52541,57408.49461,55408.64661,57896.28433
2014/3/31 0:00,-4018.174347,73173.1849,69439.66444,53922.56623,54147.58825,56614.58514,56856.62058,56557.34794,56271.83171,57066.55196,55968.69443
2014/3/28 0:00,-3899.063886,73173.1849,69439.66444,53898.45199,54123.74256,56741.39903,56983.5207,53251.45187,52725.29586,55464.88208,58091.47092
2014/3/27 0:00,-12689.99364,73173.1849,69439.66444,53717.26144,53942.32242,56830.98024,57073.31808,50487.60174,52318.13243,51039.1939,51587.71275
2014/3/26 0:00,-4908.982764,73173.1849,69439.66444,53521.36221,53746.23216,56665.94849,56908.26336,50415.11177,50032.78539,55688.65366,55823.27124
2014/3/25 0:00,3373.575654,73173.1849,69439.66444,53360.79783,53584.04026,56517.20064,56759.51987,51078.63738,50922.47177,57160.55014,56529.0423
2014/3/24 0:00,-17367.69739,73173.1849,69439.66444,53453.98259,53677.08482,56454.68055,56695.53107,51416.6124,50295.23857,61305.75712,61502.74221
2014/3/21 0:00,-17794.25952,73173.1849,69439.66444,53382.96092,53606.08323,56582.06071,56822.98084,56524.97244,56421.18451,60768.16877,58815.28417
2014/3/20 0:00,-11466.04901,73173.1849,69439.66444,53423.94406,53646.75443,56594.51196,56835.64382,49921.40478,50308.11064,51159.26843,52341.74882
2014/3/19 0:00,-37714.44868,73173.1849,69439.66444,53270.14495,53492.87156,56723.18432,56964.22775,53659.42687,52159.8739,61607.64717,60348.17889
2014/3/18 0:00,-40540.86816,73173.1849,69439.66444,53263.44302,53486.31105,56636.8951,56878.03825,54201.00208,54611.18023,57532.30689,56942.79928
2014/3/17 0:00,-15104.08423,73173.1849,69439.66444,53262.96107,53485.82468,56752.79548,56994.09356,56318.95024,53642.82893,61382.31708,58195.83555
2014/3/14 0:00,-22799.10417,73173.1849,69439.66444,53101.26032,53324.02845,56868.36747,57109.38155,65841.59215,61421.11041,51482.22682,52164.29079
2014/3/13 0:00,-16889.46462,73173.1849,69439.66444,52883.81896,53106.40845,56774.44746,57015.55018,55715.07211,53490.67545,51909.32951,52225.01678
2014/3/12 0:00,8462.831487,73173.1849,69439.66444,52817.01029,53039.87276,56619.08355,56860.17782,56648.99694,54783.01669,50914.75783,50708.86092
2014/3/11 0:00,1438.586367,73173.1849,69439.66444,52825.0461,53047.89446,56655.90439,56897.22461,48381.21844,48121.85112,55369.9679,55686.17641
2014/3/10 0:00,3995.988339,73173.1849,69439.66444,53006.54749,53229.69773,56754.52467,56996.04748,56143.30359,56078.03088,56622.2734,55683.4134
2014/3/7 0:00,25712.92143,73173.1849,69439.66444,52979.61276,53202.7921,56740.66166,56982.37377,59089.80157,57628.33311,55826.67069,55225.33797
2014/3/6 0:00,16247.68562,73173.1849,69439.66444,52956.34002,53179.57385,56805.79424,57047.73663,58969.32042,56095.38031,54765.22733,54157.68916
2014/3/5 0:00,2458.403037,73173.1849,69439.66444,52952.83363,53176.07609,56888.11828,57130.28339,47050.98175,48251.92073,55384.42763,55296.552
2014/3/4 0:00,-3121.422255,73173.1849,69439.66444,53029.27571,53252.3076,56986.5652,57228.93429,57458.30967,53707.76814,59255.03619,59287.77289
2014/3/3 0:00,-10486.03024,73173.1849,69439.66444,52955.42282,53178.49921,57117.32335,57359.70128,58761.5324,56116.18926,55021.13317,54876.22665
2014/2/28 0:00,-12489.37825,73173.1849,69439.66444,52945.01698,53168.09453,57136.22703,57378.82201,49826.21109,48916.69165,58481.40841,59050.52686
2014/2/27 0:00,-11522.0053,73173.1849,69439.66444,52969.3366,53192.27722,57190.4493,57433.27554,51029.49995,50386.44136,57508.85249,55309.84756
2014/2/26 0:00,-19008.4662,73173.1849,69439.66444,52961.21277,53184.65148,57318.8387,57561.73793,54460.29239,52663.36331,51605.93111,51232.17607
2014/2/25 0:00,-17525.15141,73173.1849,69439.66444,52917.20164,53140.63886,57404.98423,57648.10382,51249.60991,51227.44779,58240.71169,58816.67773
2014/2/24 0:00,-3647.701858,73173.1849,69439.66444,52914.02037,53137.46647,57431.91278,57675.25469,59294.71275,58505.11373,56404.12966,55045.78354
2014/2/21 0:00,-10933.53022,73173.1849,69439.66444,52783.39744,53006.74759,57533.96586,57777.50679,50339.23238,51386.42051,54778.26868,54428.8832
2014/2/20 0:00,-3151.128691,73173.1849,69439.66444,52776.20114,52999.57234,57461.84208,57705.50496,54991.21472,52206.04079,54856.02416,54647.07844
2014/2/19 0:00,2321.400082,73173.1849,69439.66444,52773.72644,52997.09551,57562.10529,57805.97095,55934.4613,55057.84351,54121.76916,53585.37713
2014/2/18 0:00,8415.690813,73173.1849,69439.66444,52752.70745,52976.07835,57570.55326,57814.62938,58931.8728,57050.48557,58096.87204,58551.97612
