DATE,IBM_CLOSE,AAPL_CLOSE,GE_CLOSE,UPS_CLOSE,IBM_PUT_PRICE_12,AAPL_CALL_PRICE_12,GE_PUT_PRICE_6,UPS_CALL_PRICE_6,IBM_PUT_IMPVOL_12,AAPL_CALL_IMPVOL_12,GE_PUT_IMPVOL_6,UPS_CALL_IMPVOL_6,IBM_SHARE,AAPL_SHARE,GE_SHARE,UPS_SHARE,IBM_PUT_SHARE,AAPL_CALL_SHARE,GE_PUT_SHARE,UPS_CALL_SHARE
10/14/2014,183.8,98.75,141.275,132.77,9.714701231,4.979343934,4.900350632,7.35128251,13.91074083,12.04120858,13.20365815,18.79435174,4677.008305,-1870.803322,2806.204983,-561.2409966,187.0803322,93.54016611,140.3102492,28.06204983
10/13/2014,183.52,99.81,141.665,133.294,8.670112731,10.37054504,5.00836318,5.805519757,12.49657546,25.5474949,13.44119461,14.58557708,4687.375065,-1874.950026,2812.425039,-562.4850078,187.4950026,93.7475013,140.6212519,28.12425039
10/10/2014,185.93,100.73,143.33,134.81,10.17769145,1.717473047,6.445292233,2.678912356,14.38581376,3.623659251,16.86578203,6.145738214,4627.279799,-1850.91192,2776.36788,-555.2735759,185.091192,92.54559599,138.818394,27.7636788
10/9/2014,186.42,101.02,143.72,135.18,13.86924901,3.741138158,5.683124413,3.040439499,19.34575029,8.667817176,14.93330626,7.081116192,4611.679753,-1844.671901,2767.007852,-553.4015704,184.4671901,92.23359506,138.3503926,27.67007852
10/8/2014,189.36,100.8,145.08,136.224,7.461095263,2.464190203,4.672726944,6.126646301,10.52086223,5.494415208,12.3208772,15.09153414,4539.969657,-1815.987863,2723.981794,-544.7963589,181.5987863,90.79939315,136.1990897,27.23981794
,10/7/2014
,185.71,98.75,142.23,133.534,9.970481595,9.925625182,7.789993577,7.976477553,14.12089217,24.68865308,20.35874472,20.35010574,4621.012075,-1848.40483,2772.607245,-554.5214489,184.840483,92.42024149,138.6303622,27.72607245
10/6/2014,189.04,99.62,144.33,135.388,19.48135057,6.592284754,9.494036735,8.880271846,26.59659726,16.0115584,24.28506016,22.43859087,4529.136428,-1811.654571,2717.481857,-543.4963714,181.1654571,90.58272856,135.8740928,27.17481857
10/3/2014,188.67,99.62,144.145,135.24,15.99850013,11.65387204,9.027242513,11.24670496,21.97352305,28.86562333,23.15989426,28.71003927,4539.43948,-1815.775792,2723.663688,-544.7327376,181.5775792,90.78878959,136.1831844,27.23663688
10/2/2014,186.91,99.9,143.405,134.704,17.60189441,11.56420961,5.075999721,8.80072578,24.34626546,28.5544552,13.45639705,22.34677181,4587.809109,-1835.123644,2752.685465,-550.5370931,183.5123644,91.75618218,137.6342733,27.52685465
10/1/2014,187.17,99.18,143.175,134.376,1.480998072,6.613315396,1.960909162,7.841773342,2.56652864,16.13908841,5.721070247,19.85937984,4596.110702,-1838.444281,2757.666421,-551.5332842,183.8444281,91.92221404,137.8833211,27.57666421
9/30/2014,189.83,100.75,145.29,136.382,6.239881516,9.685346331,3.735894214,6.240512615,8.875611854,23.57967126,10.00752881,15.3703541,4526.300433,-1810.520173,2715.78026,-543.156052,181.0520173,90.52600867,135.789013,27.1578026
9/29/2014,189.64,100.11,144.875,135.922,7.937770105,3.108838469,2.582899047,5.194249554,11.13944576,7.161036937,7.196792278,12.68396558,4531.064296,-1812.425719,2718.638578,-543.7277156,181.2425719,90.62128593,135.9319289,27.18638578
9/26/2014,190.06,100.75,145.405,136.474,2.016150937,7.543644327,1.160635878,8.848211639,3.254138795,18.20689422,3.671987403,22.16867869,4526.002051,-1810.40082,2715.60123,-543.1202461,181.040082,90.52004101,135.7800615,27.1560123
9/25/2014,189.01,97.87,143.44,134.326,2.627607941,10.39409286,0.691101214,6.742548743,4.08983601,26.13046315,2.524413271,16.95117053,4541.716826,-1816.68673,2725.030096,-545.0060191,181.668673,90.83433652,136.2515048,27.25030096
9/24/2014,192.31,101.75,147.03,137.974,0.351881806,3.406376262,2.304608512,5.638794036,0.958990531,7.771877912,6.427953491,13.6290412,4475.148061,-1790.059224,2685.088837,-537.0177673,179.0059224,89.50296122,134.2544418,26.85088837
9/23/2014,191.62,102.64,147.13,138.232,8.596751053,8.205195619,6.677142788,4.531497951,11.89691645,19.48620449,17.01341315,10.74884147,4484.513327,-1793.805331,2690.707996,-538.1415993,179.3805331,89.69026655,134.5353998,26.90707996
9/22/2014,193.11,101.06,147.085,137.88,16.49441545,1.085816041,10.10641618,5.515065968,22.12990984,2.011478444,25.33112566,13.31937018,4436.376631,-1774.550652,2661.825979,-532.3651957,177.4550652,88.72753262,133.0912989,26.61825979
9/19/2014,194,100.96,147.48,138.176,21.47254808,10.12328503,6.50563752,7.810407342,28.53234148,24.62726191,16.56077023,19.20649358,4408.660247,-1763.464099,2645.196148,-529.0392296,176.3464099,88.17320494,132.2598074,26.45196148
9/18/2014,193.75,101.79,147.77,138.574,3.075876631,5.837277918,3.909101904,4.97529781,4.589198977,13.78572525,10.27137206,11.86075142,4435.494101,-1774.19764,2661.296461,-532.2592921,177.419764,88.70988202,133.064823,26.61296461
9/17/2014,192.8,101.58,147.19,138.068,11.75246644,4.273131851,5.467202629,4.34569163,15.95354514,9.935777589,14.07880469,10.28331595,4451.180732,-1780.472293,2670.708439,-534.1416879,178.0472293,89.02361465,133.535422,26.70708439
9/16/2014,192.96,100.86,146.91,137.7,8.89208955,4.521127576,5.459496357,4.717023561,12.20406424,10.63085432,14.08533579,11.27386659,4446.891358,-1778.756543,2668.134815,-533.626963,177.8756543,88.93782716,133.4067407,26.68134815
9/15/2014,191.81,101.63,146.72,137.702,11.70205304,5.074415108,8.957868562,2.938699065,15.96660734,11.91687886,22.59922716,6.670405019,4473.838584,-1789.535434,2684.303151,-536.8606301,178.9535434,89.47677169,134.2151575,26.84303151
9/12/2014,191.28,101.66,146.47,137.508,21.69834485,0.864719268,6.548590853,4.100501251,29.23184698,1.423931178,16.77359832,9.693719649,4482.228055,-1792.891222,2689.336833,-537.8673666,179.2891222,89.6445611,134.4668416,26.89336833
9/11/2014,191.72,101.43,146.575,137.546,2.836084163,7.496757878,1.893768695,4.521026489,4.315349655,17.96350812,5.443662569,10.77996231,4485.616468,-1794.246587,2691.369881,-538.2739761,179.4246587,89.71232936,134.568494,26.91369881
9/10/2014,191.54,101,146.27,137.216,4.545273504,1.711233349,3.589076707,4.326812432,6.571975483,3.596416506,9.588527842,10.3039235,4488.617452,-1795.446981,2693.170471,-538.6340942,179.5446981,89.77234904,134.6585236,26.93170471
9/9/2014,189.99,97.99,143.99,134.79,9.057587218,6.872813065,4.069744462,5.711249289,12.6050802,17.0114305,10.91617626,14.16431595,4511.224205,-1804.489682,2706.734523,-541.3469046,180.4489682,90.2244841,135.3367262,27.06734523
9/8/2014,190.14,98.36,144.25,135.072,6.515479296,4.677030216,4.178390636,3.281600558,9.227272322,11.3172014,11.16631012,7.724430884,4511.890976,-1804.75639,2707.134586,-541.4269171,180.475639,90.23781952,135.3567293,27.07134586
9/5/2014,191.2,98.97,145.085,135.862,9.494840123,1.885838675,6.728290605,5.36480765,13.10534792,4.131660367,17.36689984,13.1370775,4484.081574,-1793.63263,2690.448945,-538.0897889,179.363263,89.68163149,134.5224472,26.90448945
9/4/2014,190.68,98.12,144.4,135.144,15.90871859,8.875139797,4.470880167,9.537448019,21.62845175,22.14249463,11.87704598,24.21544855,4487.123518,-1794.849407,2692.274111,-538.4548221,179.4849407,89.74247035,134.6137055,26.92274111
9/3/2014,191.95,98.94,145.445,136.144,1.189694579,10.56937235,1.516718231,10.19213027,2.125640211,26.28840247,4.551178003,25.74657593,4470.885269,-1788.354107,2682.531161,-536.5062322,178.8354107,89.41770537,134.1265581,26.82531161
9/2/2014,191.56,103.3,147.43,138.604,4.853267442,10.59342748,5.039167822,10.85353768,6.976715794,25.20474939,13.02325557,26.97588066,4490.591448,-1796.236579,2694.354869,-538.8709738,179.6236579,89.81182897,134.7177435,26.94354869
8/29/2014,192.3,102.5,147.4,138.42,14.09657663,11.9429093,8.756134033,9.428390381,19.06979534,28.74701193,22.01070564,23.3385035,4459.277476,-1783.71099,2675.566485,-535.1132971,178.371099,89.18554951,133.7783243,26.75566485
8/28/2014,192,102.25,147.125,138.15,18.54016356,7.543788214,6.544365081,5.908082177,24.95161594,17.92999506,16.69245832,14.30472889,4465.855507,-1786.342203,2679.513304,-535.9026609,178.6342203,89.31711015,133.9756652,26.79513304
8/27/2014,192.25,102.13,147.19,138.178,5.981919102,4.597762128,5.21253706,3.303888534,8.433300695,10.67946272,13.46259746,7.587187542,4471.510568,-1788.604227,2682.906341,-536.5812682,178.8604227,89.43021137,134.1453171,26.82906341
8/26/2014,192.99,100.89,146.94,137.73,13.70544053,2.067252856,7.598131493,4.229828218,18.49189423,4.494912363,19.26762408,10.01113926,4442.20783,-1776.883132,2665.324698,-533.0649397,177.6883132,88.84415661,133.2662349,26.65324698
8/25/2014,191.16,101.54,146.35,137.388,14.74983444,6.524394978,5.055550383,5.310653902,20.04335393,15.52736615,13.15295591,12.84049138,4488.905523,-1795.562209,2693.343314,-538.6686628,179.5562209,89.77811046,134.6671657,26.93343314
8/22/2014,190.41,101.32,145.865,136.956,4.28483496,4.34980767,1.034177343,3.463058999,6.262557893,10.1536166,3.350033805,8.077712189,4519.233271,-1807.693309,2711.539963,-542.3079926,180.7693309,90.38466543,135.5769981,27.11539963
8/21/2014,191.23,100.58,145.905,136.84,0.052581749,2.661046095,4.017077196,2.091920327,0.437509716,6.001807777,10.6554535,4.505158225,4498.251772,-1799.300709,2698.951063,-539.7902126,179.9300709,89.96503544,134.9475532,26.98951063
8/20/2014,190.1,100.57,145.335,136.382,15.29250579,1.471392928,5.693753544,3.576435125,20.87339729,3.008508673,14.80284895,8.412026032,4513.846147,-1805.538459,2708.307688,-541.6615376,180.5538459,90.27692294,135.4153844,27.08307688
8/19/2014,190.07,100.53,145.3,136.346,6.139652792,5.776914335,1.556267207,6.319040682,8.73230061,13.81554339,4.652514424,15.57980339,4522.386128,-1808.954451,2713.431677,-542.6863354,180.8954451,90.44772256,135.6715838,27.13431677
8/18/2014,189.36,99.16,144.26,135.24,0.114126132,7.085593831,1.62098285,5.636131764,0.572728237,17.34406338,4.840970767,13.91628051,4540.255474,-1816.10219,2724.153285,-544.8306569,181.610219,90.80510948,136.2076642,27.24153285
8/15/2014,187.38,97.98,142.68,133.74,6.333092953,4.336662804,6.450287906,5.580093774,9.109213296,10.48849764,16.95123587,13.93352244,4580.553113,-1832.221245,2748.331868,-549.6663736,183.2221245,91.61106227,137.4165934,27.48331868
8/14/2014,187.88,97.5,142.69,133.652,18.02486057,6.980300399,9.690269815,7.793371559,24.79325845,17.37854724,25.04559001,19.84297538,4552.618116,-1821.047246,2731.570869,-546.3141739,182.1047246,91.05236232,136.5785435,27.31570869
8/13/2014,187.95,97.24,142.595,133.524,18.40601107,8.858946903,8.669422263,8.795463303,25.29792156,22.30740352,22.50769323,22.53862733,4549.292601,-1819.71704,2729.575561,-545.9151121,181.971704,90.98585202,136.478778,27.29575561
8/12/2014,187.34,95.97,141.655,132.518,14.21340417,8.918696641,8.181534108,5.26339505,19.7174649,22.76985113,21.42338968,13.21940385,4564.818162,-1825.927265,2738.890897,-547.7781794,182.5927265,91.29636324,136.9445449,27.38890897
8/11/2014,187.47,95.99,141.73,132.582,16.75332346,1.653793084,4.461171999,2.561914938,23.12931445,3.668956568,12.06039115,5.949760307,4565.072416,-1826.028966,2739.04345,-547.8086899,182.6028966,91.30144832,136.9521725,27.3904345
8/8/2014,186.63,94.74,140.685,131.496,0.362637601,3.344151673,5.386704741,1.978738399,0.991467854,8.230564045,14.48670375,4.41924642,4595.158662,-1838.063465,2757.095197,-551.4190394,183.8063465,91.90317323,137.8547598,27.57095197
8/7/2014,184.3,94.48,139.39,130.408,19.99931946,0.537406818,5.201682382,5.43023801,27.98193964,0.607928794,14.14064262,13.90393614,4640.535041,-1856.214017,2784.321025,-556.864205,185.6214017,92.81070083,139.2160512,27.84321025
8/6/2014,185.97,94.49,140.23,131.082,0.01091341,10.43364287,4.364446458,9.528707335,0.299345604,27.19994348,11.93464197,24.97202196,4608.732972,-1843.493189,2765.239783,-553.0479567,184.3493189,92.17465944,138.2619892,27.65239783
8/5/2014,186,94.65,140.325,131.19,16.94580788,8.786391981,7.609729181,6.378569368,23.56993834,22.74410043,20.16587542,16.39025537,4593.217252,-1837.286901,2755.930351,-551.1860702,183.7286901,91.86434504,137.7965176,27.55930351
8/4/2014,188.53,95.12,141.825,132.484,12.09627422,4.039378218,4.143189236,7.762872144,16.7618125,10.0364103,11.25431659,19.94415294,4536.908012,-1814.763205,2722.144807,-544.4289615,181.4763205,90.73816024,136.1072404,27.22144807
8/1/2014,188.04,95.65,141.845,132.606,3.847088721,11.56078147,3.051269765,10.56491742,5.746820676,29.85189557,8.510111288,27.46348769,4555.511733,-1822.204693,2733.30704,-546.6614079,182.2204693,91.11023465,136.665352,27.3330704
7/31/2014,190.54,95.13,142.835,133.294,8.07675302,9.706900388,5.818304029,9.713379099,11.2734019,25.07507981,15.35766168,25.0359452,4485.436197,-1794.174479,2691.261718,-538.2523437,179.4174479,89.70872395,134.5630859,26.91261718
7/30/2014,192.86,97.66,145.26,135.74,14.42180997,9.934882519,8.238731039,8.544944248,19.44192146,24.99681059,21.05273223,21.49702985,4429.929993,-1771.971997,2657.957996,-531.5915991,177.1971997,88.59859985,132.8978998,26.57957996
7/29/2014,193.43,97.89,145.66,136.106,16.92984146,7.248199866,6.081786907,4.193439387,22.663543,17.9972491,15.72057287,10.04643925,4417.604027,-1767.041611,2650.562416,-530.1124832,176.7041611,88.35208054,132.5281208,26.50562416
7/28/2014,194.63,98.53,146.58,136.97,6.321946987,1.09066257,4.938081259,3.806940203,8.77760273,2.095629405,12.84823418,8.971733163,4401.887481,-1760.754993,2641.132489,-528.2264978,176.0754993,88.03774963,132.0566244,26.41132489
7/25/2014,193.26,97.19,145.225,135.618,12.52006028,6.368391248,3.60086599,7.983249614,16.91886562,15.84783692,9.680362734,20.0407174,4424.212311,-1769.684924,2654.527387,-530.9054773,176.9684924,88.48424622,132.7263693,26.54527387
7/24/2014,194.09,96.55,145.32,135.566,1.441371165,9.530996472,4.930841428,6.937739981,2.441859848,24.23359788,12.93452125,17.30055068,4408.550876,-1763.420351,2645.130526,-529.0261052,176.3420351,88.17101753,132.2565263,26.45130526
7/23/2014,192.49,96.71,144.6,135.022,17.428514,4.234003346,9.449577442,5.901348006,23.42718266,10.36750348,24.13153445,14.63982804,4435.296379,-1774.118552,2661.177827,-532.2355655,177.4118552,88.70592758,133.0588914,26.61177827
7/22/2014,192.95,94.25,143.6,133.73,18.54374066,7.320242594,6.069405535,7.379333908,24.83588624,18.91215259,15.90321363,18.72746136,4415.46111,-1766.184444,2649.276666,-529.8553331,176.6184444,88.30922219,132.4638333,26.49276666
7/21/2014,189.73,93.48,141.605,131.98,4.802256175,7.123677516,3.716540756,4.613164578,6.970541011,18.54277013,10.1972256,11.52237837,4505.780351,-1802.31214,2703.46821,-540.6936421,180.231214,90.11560701,135.1734105,27.0346821
7/18/2014,191.37,93.96,142.665,132.924,9.745178206,1.927884186,6.984504608,4.226926465,13.42391019,4.501986615,18.28705308,10.39893839,4462.345759,-1784.938304,2677.407455,-535.4814911,178.4938304,89.24691518,133.8703728,26.77407455
7/17/2014,191.36,92.63,141.995,132.122,17.11674642,6.234144651,4.601502177,5.316097195,23.15019597,16.29589017,12.39145018,13.40386557,4451.771974,-1780.70879,2671.063184,-534.2126369,178.070879,89.03543948,133.5531592,26.71063184
7/16/2014,191.23,94.31,142.77,133.078,0.823392675,4.182964897,0.377670601,7.198394983,1.63270439,10.51184096,1.71780706,18.33930672,4476.881831,-1790.752732,2686.129099,-537.2258197,179.0752732,89.53763662,134.3064549,26.86129099
7/15/2014,187.38,94.85,141.115,131.862,0.928451921,10.08694554,5.63029196,9.334119187,1.80290973,26.16677247,15.05995349,24.2919976,4571.442145,-1828.576858,2742.865287,-548.5730575,182.8576858,91.42884291,137.1432644,27.42865287
7/14/2014,188.74,95.97,142.355,133.078,20.73026279,8.784914067,10.46136908,9.148359448,28.31699724,22.41722272,27.03634424,23.56323061,4521.42359,-1808.569436,2712.854154,-542.5708308,180.8569436,90.42847179,135.6427077,27.12854154
7/11/2014,186.89,94.75,140.82,131.606,18.63983143,9.531275813,8.781857623,6.318994283,25.75569123,24.70923849,23.06578709,16.17425636,4567.735368,-1827.094147,2740.641221,-548.1282441,182.7094147,91.35470735,137.032061,27.40641221
7/10/2014,186.6,94.57,140.585,131.382,14.64357916,3.116243083,6.402791214,4.555224362,20.37588295,7.639274225,17.07087992,11.42196806,4582.433889,-1832.973556,2749.460333,-549.8920667,183.2973556,91.64867778,137.4730167,27.49460333
7/9/2014,187.31,94.92,141.115,131.876,9.79256927,5.977558978,3.425208199,6.401933853,13.76587689,15.20466189,9.494147558,16.36327198,4569.583989,-1827.833595,2741.750393,-548.3500786,182.7833595,91.39167977,137.0875197,27.41750393
7/8/2014,186.12,94.88,140.5,131.376,3.421164929,6.846618586,3.429796685,7.200221404,5.222418225,17.52188207,9.543641378,18.59396582,4605.68955,-1842.27582,2763.41373,-552.682746,184.227582,92.11379099,138.1706865,27.6341373
7/7/2014,186.93,95.5,141.215,132.072,9.846114303,7.702412561,6.08756064,6.602610639,13.86486453,19.66604956,16.20328513,16.87888731,4579.163531,-1831.665412,2747.498119,-549.4996237,183.1665412,91.58327062,137.3749059,27.47498119
7/3/2014,187.42,93.56,140.49,131.104,13.34685817,5.478897923,4.560180727,7.237711506,18.54170572,14.09172505,12.4103358,18.73638336,4558.275649,-1823.31026,2734.96539,-546.9930779,182.331026,91.16551299,136.7482695,27.3496539
7/2/2014,187.28,93.02,140.15,130.724,4.226583578,8.869237245,2.624334854,7.562021694,6.278965889,23.38104166,7.51668221,19.67770806,4567.343117,-1826.937247,2740.40587,-548.081174,182.6937247,91.34686233,137.0202935,27.4040587
7/1/2014,185.25,93.06,139.155,129.936,6.00020519,6.14446166,6.465823865,7.281413639,8.75439853,15.97437445,17.39899488,19.03308139,4618.35655,-1847.34262,2771.01393,-554.202786,184.734262,92.36713099,138.5506965,27.7101393
6/30/2014,180.2,92.47,136.335,127.562,18.17728228,8.345546131,8.296488037,5.111951143,26.04359123,22.09178832,22.52772638,13.34615947,4742.05298,-1896.821192,2845.231788,-569.0463576,189.6821192,94.8410596,142.2615894,28.45231788
6/27/2014,180.64,91.52,136.08,127.168,13.20039568,1.913484502,6.917444527,5.465081861,19.01186152,4.60053062,18.95565,14.37937503,4734.255821,-1893.702328,2840.553493,-568.1106985,189.3702328,94.68511642,142.0276746,28.40553493
6/26/2014,179.31,90.45,134.88,125.994,13.02337199,8.901902662,3.836650238,8.995293257,18.89943848,24.15821943,10.98059119,24.5087939,4766.290562,-1906.516225,2859.774337,-571.9548674,190.6516225,95.32581124,142.9887169,28.59774337
6/25/2014,179.66,89.91,134.785,125.81,1.770007176,9.097694914,5.744572564,8.375990677,3.061743905,24.85936837,16.0293858,22.78997036,4763.148912,-1905.259565,2857.889347,-571.5778695,190.5259565,95.26297824,142.8944674,28.57889347
6/24/2014,179.82,89.83,134.825,125.826,20.23211188,7.620040585,7.477785486,7.32753929,28.9970277,20.72057234,20.60560133,19.81609067,4741.272008,-1896.508803,2844.763205,-568.952641,189.6508803,94.82544017,142.2381603,28.44763205
6/23/2014,181.07,90.38,135.725,126.656,8.351433722,7.019471482,5.458313838,5.48282855,12.21417496,18.91160899,15.17299454,14.49115361,4720.869767,-1888.347907,2832.52186,-566.504372,188.8347907,94.41739533,141.626093,28.3252186
6/20/2014,180.48,90.46,135.47,126.468,12.55958975,3.853798272,3.779026646,6.550685298,18.13181411,10.07069822,10.78494787,17.52182075,4736.32916,-1894.531664,2841.797496,-568.3594992,189.4531664,94.72658321,142.0898748,28.41797496
6/19/2014,181.75,91.41,136.58,127.546,2.059541966,9.290461626,0.732018666,7.238575245,3.438081633,24.97294328,2.722244704,19.28760575,4713.378001,-1885.3512,2828.026801,-565.6053601,188.53512,94.26756002,141.40134,28.28026801
6/18/2014,182.52,91.72,137.12,128.04,1.047151587,5.193041044,4.314724995,7.975429846,2.006407775,13.60226822,12.05691036,21.26091465,4693.464193,-1877.385677,2816.078516,-563.2157032,187.7385677,93.86928386,140.8039258,28.16078516
6/17/2014,181.19,91.62,136.405,127.448,15.46015517,10.73746454,7.694955013,9.309623799,22.10741294,28.91956107,20.94414753,25.09825989,4712.288806,-1884.915522,2827.373284,-565.4746567,188.4915522,94.24577612,141.3686642,28.27373284
6/16/2014,181.28,91.74,136.51,127.556,13.7991465,7.984010186,8.446373411,6.472013196,19.78088211,21.2769587,22.89150329,17.14468468,4712.820749,-1885.128299,2827.692449,-565.5384898,188.5128299,94.25641497,141.3846225,28.27692449
6/13/2014,181.49,90.83,136.16,127.094,18.2777175,4.930065665,5.190052815,5.755036986,26.00212447,13.01241065,14.42551156,15.20086056,4703.167534,-1881.267013,2821.90052,-564.380104,188.1267013,94.06335067,141.095026,28.2190052
6/12/2014,180.15,91.83,135.99,127.158,1.624433374,6.578285879,1.730896196,3.98517073,2.84889865,17.38931046,5.37497083,10.2353286,4761.328393,-1904.531357,2856.797036,-571.3594071,190.4531357,95.22656785,142.8398518,28.56797036
6/11/2014,181.18,93.4,137.29,128.512,5.254753982,1.39319888,2.380375764,6.085138492,7.90104301,3.081346748,7.021896221,15.93782441,4736.675508,-1894.670203,2842.005305,-568.401061,189.4670203,94.73351017,142.1002653,28.42005305
6/10/2014,183.21,93.78,138.495,129.552,4.035787511,10.94435222,2.662848359,7.823124849,6.142749432,28.79430207,7.695672656,20.58263059,4678.233383,-1871.293353,2806.94003,-561.3880059,187.1293353,93.56466766,140.3470015,28.0694003
6/9/2014,185.13,93.24,139.185,129.996,6.359472619,4.82353133,5.273411521,7.438675799,9.24859588,12.3709591,14.34376458,19.45499518,4623.226377,-1849.290551,2773.935826,-554.7871652,184.9290551,92.46452754,138.6967913,27.73935826
6/6/2014,185.27,91.77,138.52,129.17,13.85204802,9.894146776,7.094334585,9.991708621,19.43893327,26.53903126,19.09163121,26.63561901,4604.086644,-1841.634658,2762.451986,-552.4903973,184.1634658,92.08173288,138.1225993,27.62451986
6/5/2014,184.89,92.02,138.455,129.168,13.31507077,9.991202468,5.664873339,9.138352457,18.74432914,26.73220676,15.42194053,24.27800236,4616.548486,-1846.619394,2769.929091,-553.9858183,184.6619394,92.33096971,138.4964546,27.69929091
6/4/2014,183.43,91.66,137.545,128.368,8.376838882,8.175303575,7.037476938,5.226345145,12.09955191,21.82379796,19.07369466,13.57392457,4659.183043,-1863.673217,2795.509826,-559.1019652,186.3673217,93.18366087,139.7754913,27.95509826
6/3/2014,183.29,90.63,136.96,127.694,18.49204972,2.154412131,7.550135401,3.967394144,26.04783741,5.324051187,20.48570909,10.13886831,4652.811863,-1861.124745,2791.687118,-558.3374235,186.1124745,93.05623726,139.5843559,27.91687118
6/2/2014,184.6,89.36,136.98,127.456,10.49864784,5.538473438,4.779712198,3.415517194,14.92358077,14.95368543,13.27734362,8.616619459,4620.135255,-1848.054102,2772.081153,-554.4162306,184.8054102,92.4027051,138.6040576,27.72081153
5/30/2014,183.28,89.98,136.63,127.3,8.029228966,1.060173013,4.345833753,3.060303221,11.63110647,2.279553487,12.17819536,7.633449144,4662.415271,-1864.966108,2797.449162,-559.4898325,186.4966108,93.24830542,139.8724581,27.97449162
5/29/2014,182.68,90.32,136.5,127.264,8.796231657,4.89340028,5.639414806,2.858951372,12.72528425,12.9873448,15.56423397,7.071462243,4676.910304,-1870.764122,2806.146182,-561.2292365,187.0764122,93.53820608,140.3073091,28.06146182
5/28/2014,182,88.7,135.35,126.02,12.86101767,0.666686673,5.74303336,3.286872285,18.40318369,1.155579686,15.96196124,8.361579488,4687.630668,-1875.052267,2812.578401,-562.5156801,187.5052267,93.75261335,140.62892,28.12578401
5/27/2014,183.69,88.93,136.31,126.834,9.424659267,5.728327496,6.404625992,6.719365912,13.52073879,15.56757929,17.58455546,17.9424072,4642.35467,-1856.941868,2785.412802,-557.0825604,185.6941868,92.8470934,139.2706401,27.85412802
5/23/2014,184.85,87.3,136.075,126.32,15.43687704,7.266082119,8.458238736,6.756299031,21.64837213,20.3172351,22.99315328,18.12339122,4598.257556,-1839.303022,2758.954534,-551.7909067,183.9303022,91.96515112,137.9477267,27.58954534
5/22/2014,184.59,86.32,135.455,125.628,17.37733954,5.684098478,8.8528879,7.150941915,24.33793442,15.92954733,24.133995,19.34779864,4600.30465,-1840.12186,2760.18279,-552.036558,184.012186,92.00609301,138.0091395,27.6018279
