DATE,IBM_CLOSE,AAPL_CLOSE,GE_CLOSE,UPS_CLOSE,IBM_SHARE,AAPL_SHARE,GE_SHARE,UPS_SHARE
2014/7/8,186.12,94.88,140.5,131.376,3085.114102,1234.045641,1851.068461,370.2136923
2014/7/7,186.93,95.5,141.215,132.072,3070.238082,1228.095233,1842.142849,368.4285699
2014/7/3,187.42,93.56,140.49,131.104,3078.149791,1231.259916,1846.889874,369.3779749
2014/7/2,187.28,93.02,140.15,130.724,3083.898571,1233.559428,1850.339142,370.0678285
2014/7/1,185.25,93.06,139.155,129.936,3109.846109,1243.938443,1865.907665,373.181533
2014/6/30,180.2,92.47,136.335,127.562,3181.709599,1272.683839,1909.025759,381.8051518
2014/6/27,180.64,91.52,136.08,127.168,3183.130326,1273.25213,1909.878196,381.9756391
2014/6/26,179.31,90.45,134.88,125.994,3209.888717,1283.955487,1925.93323,385.186646
2014/6/25,179.66,89.91,134.785,125.81,3209.322955,1283.729182,1925.593773,385.1187546
2014/6/24,179.82,89.83,134.825,125.826,3207.738399,1283.09536,1924.64304,384.9286079
2014/6/23,181.07,90.38,135.725,126.656,3186.177394,1274.470958,1911.706436,382.3412873
2014/6/20,180.48,90.46,135.47,126.468,3193.64174,1277.456696,1916.185044,383.2370088
2014/6/19,181.75,91.41,136.58,127.546,3168.893934,1267.557574,1901.336361,380.2672721
2014/6/18,182.52,91.72,137.12,128.04,3156.119337,1262.447735,1893.671602,378.7343204
2014/6/17,181.19,91.62,136.405,127.448,3174.857566,1269.943027,1904.91454,380.982908
2014/6/16,181.28,91.74,136.51,127.556,3172.702373,1269.080949,1903.621424,380.7242848
2014/6/13,181.49,90.83,136.16,127.094,3176.930099,1270.77204,1906.15806,381.2316119
2014/6/12,180.15,91.83,135.99,127.158,3187.403788,1274.961515,1912.442273,382.4884546
2014/6/11,181.18,93.4,137.29,128.512,3161.201287,1264.480515,1896.720772,379.3441544
2014/6/10,183.21,93.78,138.495,129.552,3131.211149,1252.484459,1878.726689,375.7453378
2014/6/9,185.13,93.24,139.185,129.996,3110.066626,1244.026651,1866.039976,373.2079952
2014/6/6,185.27,91.77,138.52,129.17,3119.244993,1247.697997,1871.546996,374.3093992
2014/6/5,184.89,92.02,138.455,129.168,3122.354195,1248.941678,1873.412517,374.6825034
2014/6/4,183.43,91.66,137.545,128.368,3144.405304,1257.762122,1886.643183,377.3286365
2014/6/3,183.29,90.63,136.96,127.694,3154.163395,1261.665358,1892.498037,378.4996074
2014/6/2,184.6,89.36,136.98,127.456,3146.368562,1258.547425,1887.821137,377.5642275
2014/5/30,183.28,89.98,136.63,127.3,3159.29813,1263.719252,1895.578878,379.1157756
2014/5/29,182.68,90.32,136.5,127.264,3164.760468,1265.904187,1898.856281,379.7712562
2014/5/28,182,88.7,135.35,126.02,3186.617227,1274.646891,1911.970336,382.3940673
2014/5/27,183.69,88.93,136.31,126.834,3161.874572,1264.749829,1897.124743,379.4249486
2014/5/23,184.85,87.3,136.075,126.32,3158.825094,1263.530038,1895.295056,379.0590113
2014/5/22,184.59,86.32,135.455,125.628,3169.910098,1267.964039,1901.946059,380.3892117
2014/5/21,185.29,86.19,135.74,125.83,3161.459532,1264.583813,1896.875719,379.3751438
2014/5/20,183.8,85.96,134.88,125.096,3183.461079,1273.384432,1910.076648,382.0153295
2014/5/19,185.9,85.94,135.92,125.924,3155.182476,1262.07299,1893.109485,378.6218971
2014/5/16,185.96,84.94,135.45,125.348,3162.077733,1264.831093,1897.24664,379.449328
2014/5/15,185.36,83.7,134.53,124.364,3179.835468,1271.934187,1907.901281,381.5802561
2014/5/14,187.61,84.42,136.015,125.696,3143.956881,1257.582752,1886.374129,377.2748257
2014/5/13,191.06,84.4,137.73,127.064,3098.798881,1239.519552,1859.279328,371.8558657
2014/5/12,191.44,84.27,137.855,127.138,3094.848822,1237.939529,1856.909293,371.3818587
2014/5/9,188.96,83.23,136.095,125.522,3135.074955,1254.029982,1881.044973,376.2089946
2014/5/8,187.8,83.58,135.69,125.268,3147.83994,1259.135976,1888.703964,377.7407928
2014/5/7,188.19,83.73,135.96,125.514,3141.495995,1256.598398,1884.897597,376.9795195
2014/5/6,187.82,84.03,135.925,125.546,3144.134811,1257.653925,1886.480887,377.2961774
2014/5/5,189.03,84.95,136.99,126.582,3121.158634,1248.463454,1872.69518,374.5390361
2014/5/2,189.21,83.77,136.49,125.946,3127.68277,1251.073108,1876.609662,375.3219324
2014/5/1,191.28,83.61,137.445,126.678,3101.810477,1240.724191,1861.086286,372.2172573
2014/4/30,194.18,83.42,138.8,127.724,3066.028017,1226.411207,1839.61681,367.9233621
2014/4/29,192.84,83.73,138.285,127.374,3080.829759,1232.331903,1848.497855,369.699571
2014/4/28,190.89,83.98,137.435,126.744,3104.122063,1241.648825,1862.473238,372.4946476
2014/4/25,187.42,80.85,134.135,123.478,3174.015125,1269.60605,1904.409075,380.881815
2014/4/24,188.01,80.26,134.135,123.36,3170.59514,1268.238056,1902.357084,380.4714168
2014/4/23,189.5,74.18,131.84,120.308,3197.820775,1279.12831,1918.692465,383.738493
2014/4/22,189.91,75.16,132.535,121.06,3184.48823,1273.795292,1910.692938,382.1385877
2014/4/21,190.03,75.09,132.56,121.066,3183.39622,1273.358488,1910.037732,382.0075464
2014/4/17,187.8,74.21,131.005,119.646,3221.187477,1288.474991,1932.712486,386.5424972
2014/4/16,194.12,73.37,133.745,121.67,3141.538235,1256.615294,1884.922941,376.9845882
2014/4/15,194.73,73.22,133.975,121.824,3134.581239,1253.832496,1880.748744,376.1497487
2014/4/14,195.47,73.74,134.605,122.432,3120.895632,1248.358253,1872.537379,374.5074759
2014/4/11,192.92,73.45,133.185,121.238,3156.968648,1262.787459,1894.181189,378.8362378
2014/4/10,193.4,74,133.7,121.76,3146.324212,1258.529685,1887.794527,377.5589055
2014/4/9,194.35,74.97,134.66,122.722,3126.36153,1250.544612,1875.816918,375.1633837
2014/4/8,191.04,73.99,132.515,120.81,3178.213221,1271.285288,1906.927933,381.3855865
2014/4/7,192.26,74,133.13,121.304,3161.610661,1264.644264,1896.966397,379.3932793
2014/4/4,189.54,75.18,132.36,120.924,3189.397117,1275.758847,1913.63827,382.7276541
2014/4/3,190.45,76.16,133.305,121.876,3169.349902,1267.739961,1901.609941,380.3219882
2014/4/2,191.3,76.7,134,122.54,3153.730485,1261.492194,1892.238291,378.4476582
2014/4/1,192.24,76.57,134.405,122.838,3142.168415,1256.867366,1885.301049,377.0602099
2014/3/31,190.25,75.87,133.06,121.622,3174.314564,1269.725826,1904.588738,380.9177477
2014/3/28,188.23,75.89,132.06,120.826,3201.83278,1280.733112,1921.099668,384.2199336
2014/3/27,187.62,75.98,131.8,120.636,3209.568932,1283.827573,1925.741359,385.1482718
2014/3/26,190.38,76.3,133.34,121.932,3169.212093,1267.684837,1901.527256,380.3054512
2014/3/25,192.77,77.04,134.905,123.332,3131.568073,1252.627229,1878.940844,375.7881687
2014/3/24,186.06,76.22,131.14,120.156,3229.445099,1291.778039,1937.667059,387.5334118
2014/3/21,184.5,75.33,129.915,118.998,3258.807024,1303.522809,1955.284214,391.0568428
2014/3/20,185.71,74.74,130.225,119.128,3246.370006,1298.548003,1947.822004,389.5644008
2014/3/19,182.56,75.1,128.83,118.084,3288.73718,1315.494872,1973.242308,394.6484616
2014/3/18,184.64,75.12,129.88,118.928,3258.524561,1303.409824,1955.114737,391.0229473
2014/3/17,183.65,74.46,129.055,118.136,3278.222909,1311.289164,1966.933746,393.3867491
2014/3/14,180.09,74.17,127.13,116.538,3333.104905,1333.241962,1999.862943,399.9725885
2014/3/13,181.76,75.01,128.385,117.71,3301.199458,1320.479783,1980.719675,396.1439349
2014/3/12,184.05,75.86,129.955,119.136,3260.905152,1304.362061,1956.543091,391.3086182
2014/3/11,184.59,75.78,130.185,119.304,3253.836892,1301.534757,1952.302135,390.460427
2014/3/10,184.22,75.05,129.635,118.718,3265.123169,1306.049268,1959.073901,391.8147803
2014/3/7,185.5,74.98,130.24,119.188,3247.40104,1298.960416,1948.440624,389.6881248
2014/3/6,185.46,75.03,130.245,119.202,3247.562607,1299.025043,1948.537564,389.7075128
2014/3/5,184.96,75.25,130.105,119.134,3252.888532,1301.155413,1951.733119,390.3466239
2014/3/4,184.27,75.1,129.685,118.768,3263.993491,1305.597396,1958.396094,391.6792189
2014/3/3,182.12,74.6,128.36,117.608,3299.361349,1319.74454,1979.61681,395.9233619
2014/2/28,183.02,74.39,128.705,117.842,3287.95906,1315.183624,1972.775436,394.5550872
2014/2/27,183.11,74.59,128.85,117.998,3284.98104,1313.992416,1970.988624,394.1977248
2014/2/26,181.92,73.13,127.525,116.646,3314.720954,1325.888382,1988.832573,397.7665145
2014/2/25,181.1,73.8,127.45,116.72,3321.195471,1328.478188,1992.717283,398.5434565
2014/2/24,181.32,74.57,127.945,117.27,3311.396436,1324.558574,1986.837861,397.3675723
2014/2/21,180.66,74.25,127.455,116.814,3323.90806,1329.563224,1994.344836,398.8689672
2014/2/20,182.12,75.08,128.6,117.896,3295.332438,1318.132975,1977.199463,395.4398926
2014/2/19,180.82,75.96,128.39,117.904,3307.026161,1322.810464,1984.215696,396.8431393
2014/2/18,181.06,77.18,129.12,118.732,3293.245317,1317.298127,1975.94719,395.189438
2014/2/14,181.55,76.9,129.225,118.76,3288.433068,1315.373227,1973.059841,394.6119682
2014/2/13,179.72,76.96,128.34,118.064,3314.818085,1325.927234,1988.890851,397.7781703
2014/2/12,178.14,75.76,126.95,116.712,3348.743806,1339.497522,2009.246283,401.8492567
2014/2/11,177.61,75.76,126.685,116.5,3356.774811,1342.709924,2014.064886,402.8129773
2014/2/10,175.08,74.78,124.93,114.9,3404.394392,1361.757757,2042.636635,408.5273271
2014/2/7,175.19,73.46,124.325,114.152,3414.51642,1365.806568,2048.709852,409.7419705
2014/2/6,172.64,72.45,122.545,112.526,3464.401816,1385.760727,2078.64109,415.728218
2014/2/5,171.27,72.03,121.65,111.726,3490.655794,1396.262317,2094.393476,418.8786952
2014/2/4,169.9,71.49,120.695,110.854,3518.457193,1407.382877,2111.074316,422.2148632
2014/2/3,169.96,70.47,120.215,110.266,3527.225881,1410.890352,2116.335528,423.2671057
2014/1/31,173.67,70.34,122.005,111.672,3467.290483,1386.916193,2080.37429,416.074858
2014/1/30,174.34,70.23,122.285,111.874,3457.481347,1382.992539,2074.488808,414.8977616
2014/1/29,173.4,70.37,121.885,111.582,3471.392463,1388.556985,2082.835478,416.5670956
2014/1/28,173.84,71.17,122.505,112.238,3456.863665,1382.745466,2074.118199,414.8236398
2014/1/27,174.87,77.36,126.115,116.364,3384.705491,1353.882196,2030.823294,406.1646589
2014/1/24,176.58,76.73,126.655,116.67,3363.99729,1345.598916,2018.398374,403.6796748
2014/1/23,179.62,78.15,128.885,118.738,3306.22712,1322.490848,1983.736272,396.7472544
2014/1/22,179.15,77.5,128.325,118.16,3318.684659,1327.473864,1991.210796,398.2421591
2014/1/21,185.22,77.15,131.185,120.378,3233.77238,1293.508952,1940.263428,388.0526857
2014/1/17,186.85,75.97,131.41,120.322,3220.377104,1288.150841,1932.226262,386.4452524
2014/1/16,185.55,77.88,131.715,120.948,3223.261531,1289.304612,1933.956918,386.7913837
2014/1/15,184.54,78.32,131.43,120.808,3233.912514,1293.565006,1940.347508,388.0695017
2014/1/14,182.76,76.78,129.77,119.172,3271.880439,1308.752175,1963.128263,392.6256526
2014/1/13,181.03,75.28,128.155,117.58,3309.67358,1323.869432,1985.804148,397.1608296
2014/1/10,184.07,74.89,129.48,118.562,3268.599376,1307.439751,1961.159626,392.2319252
2014/1/9,184.19,75.39,129.79,118.91,3262.757709,1305.103084,1957.654625,391.5309251
2014/1/8,184.77,76.37,130.57,119.73,3246.46233,1298.584932,1947.877398,389.5754796
2014/1/7,186.48,75.89,131.185,120.126,3226.200673,1290.480269,1935.720404,387.1440807
2014/1/6,182.83,76.43,129.63,118.99,3273.763925,1309.50557,1964.258355,392.851671
2014/1/3,183.46,76.02,129.74,118.996,3268.064422,1307.225769,1960.838653,392.1677307
2014/1/2,182.37,77.73,130.05,119.586,3269.658692,1307.863477,1961.795215,392.3590431
2013/12/31,184.38,78.83,131.605,121.05,3232.051609,1292.820644,1939.230966,387.8461931
2013/12/30,183.24,77.92,130.58,120.048,3255.613589,1302.245436,1953.368154,390.6736307
2013/12/27,181.93,78.7,130.315,119.992,3267.994788,1307.197915,1960.796873,392.1593746
2013/12/26,182.19,79.24,130.715,120.42,3259.820045,1303.928018,1955.892027,391.1784054
2013/12/24,180.1,79.77,129.935,119.902,3285.612657,1314.245063,1971.367594,394.2735188
2013/12/23,179.13,80.11,129.62,119.718,3296.93343,1318.773372,1978.160058,395.6320116
2013/12/20,176.96,77.15,127.055,117.074,3354.557844,1341.823138,2012.734707,402.5469413
2013/12/19,177.15,76.51,126.83,116.766,3357.237761,1342.895105,2014.342657,402.8685314
2013/12/18,175.66,77.39,126.525,116.698,3372.285934,1348.914373,2023.37156,404.674312
2013/12/17,172.77,77.99,125.38,115.902,3411.77877,1364.711508,2047.067262,409.4134525
2013/12/16,174.82,78.34,126.58,116.932,3376.828688,1350.731475,2026.097213,405.2194425
2013/12/13,169.86,77.91,123.885,114.69,3458.797763,1383.519105,2075.278658,415.0557316
2013/12/12,170.42,78.77,124.595,115.43,3441.907147,1376.762859,2065.144288,413.0288576
2013/12/11,172.22,78.88,125.55,116.216,3412.411185,1364.964474,2047.446711,409.4893422
2013/12/10,174.1,79.47,126.785,117.322,3377.948831,1351.179532,2026.769299,405.3538597
2013/12/9,174.44,79.59,127.015,117.53,3371.67376,1348.669504,2023.004256,404.6008511
2013/12/6,174.65,78.69,126.67,117.074,3376.360775,1350.54431,2025.816465,405.163293
2013/12/5,173.08,79.8,126.44,117.112,3390.779467,1356.311787,2034.46768,406.893536
2013/12/4,172.75,79.39,126.07,116.734,3399.555773,1359.822309,2039.733464,407.9466928
2013/12/3,173.08,79.58,126.33,116.98,3392.733308,1357.093323,2035.639985,407.127997
2013/12/2,174.46,77.46,125.96,116.26,3390.16148,1356.064592,2034.096888,406.8193776
2013/11/29,176.62,78.14,127.38,117.532,3351.118389,1340.447356,2010.671033,402.1342067
2013/11/27,175.92,76.72,126.32,116.4,3374.183448,1349.673379,2024.510069,404.9020137
2013/11/26,174.29,74.95,124.62,114.686,3415.250158,1366.100063,2049.150095,409.8300189
2013/11/25,175.89,73.6,124.745,114.516,3402.298838,1360.919535,2041.379303,408.2758606
2013/11/22,178.21,73.04,125.625,115.108,3371.385487,1348.554195,2022.831292,404.5662584
2013/11/21,181,73.23,127.115,116.338,3327.54828,1331.019312,1996.528968,399.3057936
2013/11/20,182.04,72.37,127.205,116.238,3319.396735,1327.758694,1991.638041,398.3276083
2013/11/19,182.1,73.01,127.555,116.646,3313.073667,1325.229467,1987.8442,397.56884
2013/11/18,181.33,72.88,127.105,116.26,3325.615688,1330.246275,1995.369413,399.0738825
2013/11/15,180.07,73.77,126.92,116.29,3336.839239,1334.735696,2002.103543,400.4207087
2013/11/14,179.11,74.22,126.665,116.176,3347.413447,1338.965379,2008.448068,401.6896136
2013/11/13,180.43,73.16,126.795,116.068,3336.679355,1334.671742,2002.007613,400.4015226
2013/11/12,179.95,73.07,126.51,115.822,3344.675798,1337.870319,2006.805479,401.3610957
2013/11/11,179.77,72.94,126.355,115.672,3348.517297,1339.406919,2009.110378,401.8220756
2013/11/8,176.93,73.15,125.04,114.662,3390.135736,1356.054294,2034.081441,406.8162883
2013/11/7,176.94,72.01,124.475,113.982,3400.124934,1360.049974,2040.074961,408.0149921
2013/11/6,176.14,73.2,124.67,114.376,3401.972436,1360.788975,2041.183462,408.2366924
2013/11/5,173.89,73.41,123.65,113.602,3435.526033,1374.210413,2061.31562,412.2631239
2013/11/4,176.25,73.59,124.92,114.654,3396.779744,1358.711898,2038.067846,407.6135693
2013/11/1,175.24,72.65,123.945,113.686,3421.033582,1368.413433,2052.620149,410.5240298
2013/10/31,175.22,73.02,124.12,113.9,3418.008805,1367.203522,2050.805283,410.1610566
2013/10/30,176.14,73.33,124.735,114.454,3400.811325,1360.32453,2040.486795,408.097359
2013/10/29,178.06,72.18,125.12,114.532,3381.258845,1352.503538,2028.755307,405.7510614
2013/10/28,173.4,74.03,123.715,113.778,3437.674075,1375.06963,2062.604445,412.520889
2013/10/25,172.91,73.48,123.195,113.252,3450.545607,1380.218243,2070.327364,414.0654729
2013/10/24,173.84,74.31,124.075,114.122,3428.136858,1371.254743,2056.882115,411.376423
2013/10/23,171.86,73.34,122.6,112.748,3468.780421,1387.512168,2081.268253,416.2536505
2013/10/22,171.07,72.63,121.85,112.006,3488.298433,1395.319373,2092.97906,418.595812
2013/10/21,169.01,72.84,120.925,111.308,3520.4083,1408.16332,2112.24498,422.448996
2013/10/18,169.91,71.09,120.5,110.618,3522.116922,1408.846769,2113.270153,422.6540306
2013/10/17,170.94,70.48,120.71,110.664,3510.771468,1404.308587,2106.462881,421.2925762
2013/10/16,182.57,70.01,126.29,115.034,3331.644412,1332.657765,1998.986647,399.7973294
2013/10/15,180.55,69.67,125.11,114.022,3365.115277,1346.046111,2019.069166,403.8138332
2013/10/14,182.81,69.3,126.055,114.704,3334.139306,1333.655722,2000.483584,400.0967167
2013/10/11,182.01,68.85,125.43,114.114,3350.064897,1340.025959,2010.038938,402.0077877
2013/10/10,180.65,68.4,124.525,113.3,3374.718633,1349.887453,2024.83118,404.9662359
2013/10/9,177.28,67.98,122.63,111.7,3431.073171,1372.429268,2058.643903,411.7287805
2013/10/8,174.74,67.19,120.965,110.21,3479.226582,1391.690633,2087.535949,417.5071898
2013/10/7,177.96,68.14,123.05,112.068,3418.871679,1367.548672,2051.323008,410.2646015
2013/10/4,180,67.48,123.74,112.488,3392.883413,1357.153365,2035.730048,407.1460096
2013/10/3,179.76,67.53,123.645,112.422,3396.166489,1358.466596,2037.699893,407.5399787
2013/10/2,180.84,68.39,124.615,113.37,3371.892043,1348.756817,2023.135226,404.6270451
2013/10/1,182.23,68.17,125.2,113.794,3352.630179,1341.052071,2011.578107,402.3156214
2013/9/30,181.06,66.6,123.83,112.384,3384.277082,1353.710833,2030.566249,406.1132498
2013/9/27,182.76,67.44,125.1,113.568,3350.935125,1340.37405,2010.561075,402.112215
2013/9/26,185.98,67.93,126.955,115.15,3298.773186,1319.509275,1979.263912,395.8527824
2013/9/25,185.25,67.27,126.26,114.462,3315.106436,1326.042574,1989.063862,397.8127723
2013/9/24,185.74,68.33,127.035,115.294,3298.933376,1319.57335,1979.360025,395.8720051
2013/9/23,186.74,68.54,127.64,115.82,3282.580266,1313.032106,1969.548159,393.9096319
2013/9/20,185.79,65.3,125.545,113.496,3323.843538,1329.537415,1994.306123,398.8612246
2013/9/19,189.08,65.98,127.53,115.22,3269.935818,1307.974327,1961.961491,392.3922981
2013/9/18,190.09,64.92,127.505,114.988,3264.138387,1305.655355,1958.483032,391.6966064
2013/9/17,187.88,63.61,125.745,113.318,3307.21559,1322.886236,1984.329354,396.8658708
2013/9/16,188.85,62.88,125.865,113.268,3299.097934,1319.639174,1979.458761,395.8917521
2013/9/13,187.89,64.95,126.42,114.126,3295.792934,1318.317173,1977.47576,395.495152
2013/9/12,186.48,66.04,126.26,114.216,3307.338534,1322.935414,1984.403121,396.8806241
2013/9/11,186.45,65.34,125.895,113.784,3313.704275,1325.48171,1988.222565,397.644513
2013/9/10,182.44,69.1,125.77,114.436,3341.415996,1336.566398,2004.849598,400.9699195
2013/9/9,180.86,70.71,125.785,114.77,3351.347946,1340.539178,2010.808767,402.1617535
2013/9/6,178.95,69.6,124.275,113.34,3390.338485,1356.135394,2034.203091,406.8406182
2013/9/5,180.05,69.19,124.62,113.534,3376.9856,1350.79424,2026.19136,405.238272
2013/9/4,179.05,69.67,124.36,113.422,3388.169272,1355.267709,2032.901563,406.5803126
2013/9/3,179.86,68.26,124.06,112.9,3388.130701,1355.25228,2032.87842,406.5756841
2013/8/30,178.21,68.07,123.14,112.126,3415.567446,1366.226978,2049.340468,409.8680935
2013/8/29,178.57,68.69,123.63,112.642,3404.359159,1361.743664,2042.615496,408.5230991
2013/8/28,178.1,68.58,123.34,112.388,3412.706517,1365.082607,2047.62391,409.524782
